sentences,article,N_sentence,is_propaganda,affin_score
"ROME, February 2, 2018 (LifeSiteNews) —His Excellency Marian Eleganti, auxiliary bishop of Chur in Switzerland, today added his name to the “Profession of Immutable Truths about Sacramental Marriage,” bringing the total number of signatories to eight bishops and one cardinal, LifeSite has confirmed.
",727658675,4,non-propaganda,0.0
"Bishop Eleganti’s support of the profession comes just three days after Bishop Athanasius Schneider, auxiliary of Astana, Kazakstan, invited the world’s bishops to sign the document and join in raising a common voice in defense of the sanctity and the indissolubility of marriage.
",727658675,5,non-propaganda,3.0
"“God decides the time, and the time will come when the Pope and the episcopacy again will proclaim, with all clarity, unambiguity and beauty, the sanctity of marriage, and of the family, and of the Eucharist,” Schneider told LifesiteNews in an exclusive Jan. 15 interview.
",727658675,6,propaganda,8.0
"Raising a Common Voice
",727658675,7,non-propaganda,0.0
"In conversation with LifeSiteNews, Schneider said greater public support of the document from the world’s 5,000 bishops would be “a stronger voice for professing the constant truths of the Church, and it would be a beautiful common voice defending the sanctity and the indissolubility of marriage in the midst of a real neo-pagan society where divorce has become a plague and where sexual depravity is increasingly spreading.”
",727658675,8,propaganda,7.0
"The Profession of Immutable Truths about Sacramental Marriage was issued by three Kazakh Ordinaries, including Bishop Schneider, in early January.
",727658675,9,non-propaganda,0.0
"In the document, the three bishops solemnly professed the Church’s received teaching and discipline regarding sacramental marriage and the limited conditions (see Familiaris Consortio, n. 84) under which Catholics who are divorced and “remarried” may receive sacramental absolution and Holy Communion.
",727658675,10,non-propaganda,-1.0
"They presented their profession “before God who will judge us,” in response to certain pastoral norms issued by several bishops’ conferences aimed at implementing chapter 8 of Pope Francis’ apostolic exhortation on the family, Amoris Laetitia.
",727658675,11,non-propaganda,2.0
"Some of these norms, Schneider told LifeSiteNews, give “implicit approval” of divorce and of sexual activity outside a valid marriage.
",727658675,12,propaganda,2.0
"Such a reading is causing “rampant confusion,” will spread “a plague of divorce” in the Church, and is “alien” to the Church’s entire faith and Tradition, the three bishops said in the profession.
",727658675,13,propaganda,-2.0
"“This is contrary to Divine Revelation,” Schneider further told LifeSite, adding that the “beautiful explanations” that are being presented to clergy and faithful as “discernment” and “pastoral accompaniment,” or a “change of paradigm” and “discovery of the subjective part of the truth,” when translated into “common sense language,” are tantamount to an allowance to sin.
",727658675,14,propaganda,6.0
"“Our conscience as bishops calls to us to do this,” Schneider explained.
",727658675,15,non-propaganda,0.0
"“We were forced by our conscience, in the conscience of the Successors of the Apostles and colleagues of the Pope.”
",727658675,16,non-propaganda,-1.0
"As Successors of the Apostles, Schneider said they “could not act in another way.”
",727658675,17,propaganda,0.0
"Bishop Marian Eleganti
",727658675,18,non-propaganda,0.0
"The profession’s most recent signatory, Bishop Marian Eleganti, O.S.B., is a monk of the abbey of the Missionary Benedictines in St. Otmarsberg in Uznach, located in the canton of St. Gallen, Switzerland.
",727658675,19,non-propaganda,0.0
"He was ordained to the priesthood on June 23, 1995.
",727658675,20,non-propaganda,0.0
"In July 1999, the monks of St. Otmarsberg Abbey (the youngest abbey in Switzerland) elected Eleganti the second abbot of the monastery.
",727658675,21,non-propaganda,0.0
"The Missionary Benedictines in Uznach belong to the Benedictine Congregation of St. Ottilien near Munich, with branches in Europe, East, West and South Africa, South America, Cuba and the USA, India, Korea, China, Kazakhstan and the Philippines.
",727658675,22,non-propaganda,0.0
"In 2009, Pope Benedict XVI appointed Abbot Marian Eleganti as auxiliary bishop of the diocese of Chur, Switzerland.
",727658675,23,non-propaganda,0.0
"He was ordained a bishop on Jan. 31, 2010.
",727658675,24,non-propaganda,0.0
"Since 2011, Bishop Eleganti has served as the Swiss Youth Bishop for German-speaking Switzerland on behalf of the Swiss Bishops’ Conference, and as vicar for religious and monastic communities.
",727658675,25,non-propaganda,0.0
"He is also the vicar for the philosophical-theological education and ongoing formation and training of pastoral workers.
",727658675,26,non-propaganda,0.0
"Bishop Marian Eleganti’s public support of the Profession of Immutable Truths about Sacramental Marriage brings the number of signatories to nine.
",727658675,27,non-propaganda,2.0
"To date, in addition to the three original signatories from Kazakstan, the following prelates have signed the profession: Cardinal Janis Pujats, Emeritus Archbishop Metropolitan of Riga, Latvia; Archbishop Carlo Maria Viganò, former apostolic nuncio to the United States; His Excellency Luigi Negri, Archbishop emeritus of Ferrara-Comacchio, Italy; Bishop Andreas Laun, Emeritus Auxiliary of Salzburg, Austria; and His Excellency Rene Gracida, Bishop emeritus of Corpus Christi, Texas, USA.
",727658675,28,non-propaganda,1.0
"Conspiracy Theorists Seize on Mesa Man Who Sold Ammo to Las Vegas Shooter
",727736557,1,non-propaganda,-3.0
"Thanks to crackpots online, a Mesa man has become embroiled in conspiracy theories after he sold ammunition to the Las Vegas mass shooter.
",727736557,3,propaganda,-1.0
"Douglas Haig, a 55-year-old Honeywell engineer, sold more than 700 rounds of ammunition to Las Vegas mass murderer Stephen Paddock in September.
",727736557,4,propaganda,-2.0
"Haig's name was inadvertently revealed this week when unredacted court documents were released to reporters.
",727736557,5,non-propaganda,-2.0
"Search warrant records showed that Haig was a person of interest in the investigation of the mass shooting.
",727736557,6,non-propaganda,1.0
"As a result, Haig said that he has received death threats and people have pounded on his door to tell him that he deserves to die.
",727736557,7,propaganda,-7.0
"""It makes me feel horrible,"" he said at a news conference Friday morning.
",727736557,8,non-propaganda,-3.0
"""People need to do their research and think rather than just react viscerally.”
",727736557,9,non-propaganda,0.0
"It's not just people harassing Haig at his home: Conspiracy theorists online have seized on Haig's engineering background to lob wild claims about the Las Vegas shooting.
",727736557,10,propaganda,-6.0
"Many of their theories lean heavily on Haig's LinkedIn profile, which says that Haig previously worked for Boeing and Northrop Grumman.
",727736557,11,non-propaganda,0.0
"Bonkers conspiracy site Intellihub posted an article this week that pointed to Haig's background in the aerospace industry as a sign of U.S. government involvement in the massacre.
",727736557,12,propaganda,-3.0
"They noted Haig's LinkedIn page, which says he worked for Boeing in Mesa as a senior liaison engineer in their unmanned helicopter division from 2010 to 2013.
",727736557,13,non-propaganda,0.0
"""Let’s not forget that it is a fact that helicopters were lurking behind the Mandalay Bay during the attack which were not shown on the radar,"" author Shepard Ambellas writes.
",727736557,14,non-propaganda,-3.0
"Ambellas claims helicopters provided an ""air assault"" during the massacre, a ludicrous theory he's expounded upon on InfoWars with the internet's conspiracy-theorist-in-chief Alex Jones.
",727736557,15,propaganda,-8.0
"Ambellas and Intellihub claim that the FBI and the Las Vegas Metropolitan Police Department are providing cover for the real story behind the massacre, with help from Haig.
",727736557,16,non-propaganda,2.0
"In public statements this week, Haig denied any connection to the massacre and said he merely sold Paddock the rounds.
",727736557,17,non-propaganda,-2.0
"""However, don’t be fooled,"" Intellihub writes.
",727736557,18,non-propaganda,0.0
"""Haig is likely a CIA cut-out who is just upholding the public narrative in conjunction with the FBI Las Vegas and the LVMPD.""
",727736557,19,propaganda,-1.0
"Laura Loomer, a noxious far-right personality who formerly worked for Project Veritas, also started making hay with Haig's background in Arizona aerospace.
",727736557,20,propaganda,0.0
"She wrote on Twitter that the massacre ""is starting to look more and more like a gun running operation gone wrong every day.""
",727736557,21,non-propaganda,-1.0
"Douglas Haig’s @LinkedIn Account says he also has “DOD Top secret clearance” on top of specializing in military ammunition.
",727736557,22,non-propaganda,4.0
